source_id,stem_hash,split,auto_red_flag_family,lexicon_terms,token_count,has_agentclinic_osce,question,answer,clinician_include,clinician_grid,clinician_notes
awinml/medqa:train:3592,d913df99dc2e50f2,train,trauma_fracture,low_back|lumbar|epidural_abscess|back_pain|confounder_abscess,107,False,"A 47-year-old man comes to the emergency department because of urinary and fecal incontinence for 6 hours. Earlier in the day, he suffered a fall at a construction site and sustained injuries to his back and thighs but did not seek medical attention. He took ibuprofen for lower back pain. His temperature is 36.9°C (98.4°F), pulse is 80/min, and blood pressure is 132/84 mm Hg. Examination shows tenderness over the lumbar spine, bilateral lower extremity weakness, absent ankle jerk reflexes, and preserved patellar reflexes. There is decreased rectal tone. An ultrasound of the bladder shows a full bladder. Which of the following is the most likely diagnosis?",Conus medullaris syndrome,,,
awinml/medqa:train:3594,3f20f5437901939e,train,mechanical,lumbar,156,False,"A 55-year-old man presents to the physician with tiredness, lethargy, bone pain, and colicky right abdominal pain for 1 month. He has no comorbidities. He does not have any significant past medical history. His height is 176 cm (5 ft 7 in), weight is 88 kg (194 lb), and his BMI is 28.47 kg/m2. The physical examination is normal, except for mild right lumbar region tenderness. Laboratory studies show:
Hemoglobin 13.5 g/dL
Serum TSH 2.2 mU/L
Serum calcium 12.3 mg/dL
Serum phosphorus 1.1 mg/dL
Serum sodium 136 mEq/L
Serum potassium 3.5 mEq/L
Serum creatinine 1.1 mg/dL
Urine calcium Elevated
An ultrasound of the abdomen reveals a single stone in the right ureter without hydroureteronephrosis. Clinically, no evidence of malignancy was observed. An X-ray of the long bones reveals diffuse osteopenia with subperiosteal bone resorption. The serum parathyroid hormone level is tested and it is grossly elevated. What is the most appropriate next step in his management?",99mTc sestamibi scan with ultrasound of the neck,,,
awinml/medqa:train:3606,d276d423b4b40075,train,confounder,confounder_aaa,83,False,"A 68-year-old man presents for a screening ultrasound scan. He has been feeling well and is in his usual state of good health. His medical history is notable for mild hypertension and a 100-pack-year tobacco history. He has a blood pressure of 128/86 and heart rate of 62/min. Physical examination is clear lung sounds and regular heart sounds. On ultrasound, an infrarenal aortic aneurysm of 4 cm in diameter is identified. Which of the following is the best initial step for this patient?",Surveillance,,,
awinml/medqa:train:3609,6cd3cecd381a51f1,train,mechanical,lumbar,163,False,"A 40-year-old woman comes to the emergency department due to severe right flank pain, fever, chills, and decreased urine output. The vital signs include a temperature of 39.0°C (102.2°F), heart rate of 120/min, a regular breathing pattern, and blood pressure of 128/70 mm Hg. Cardiopulmonary auscultation is normal. In addition, tenderness is elicited by right lumbar percussion. After initiating intravenous antibiotics empirically, the condition of the patient improves significantly. However, a low urine output persists. The results of the ordered laboratory tests are as follows:
Urine culture Proteus mirabilis, > 150,000 CFU/mL (normal range: < 100,000 CFU/mL to no bacterial growth in asymptomatic patients)
Density 1.030; Leukocyte esterase (+); Nitrites (+)
pH 7.8 (normal range: 4.5–8.0)
C-reactive protein 60 mg/dL (normal range: 0–10 mg/dL)
Serum creatinine 1.8 mg/dL (normal range: 0.6–1.2 mg/dL)
BUN 40 mg/dL (normal range: 7–20 mg/dL)
Plain abdominal film Complex renal calculus in the right kidney
Which of the following is the most likely type of stone the patient has?",Struvite,,,
awinml/medqa:train:3640,04503427dced8f08,train,trauma_fracture,low_back|back_pain,108,False,"A 65-year-old woman with osteoarthritis comes to the physician because of severe lower back and left leg pain. She has chronic lower back pain that is usually well-controlled with ibuprofen, but 3 hours ago her back pain acutely worsened after she picked up her 3-year-old granddaughter. The pain radiates from her lower back over her left outer thigh and knee towards the top of her big toe. Physical examination shows a diminished posterior tibial reflex on the left side. Muscle strength is 5/5 in all extremities and there are no sensory deficits. Steroid injection into which of the following anatomical locations is most likely to relieve her symptoms?",Intervertebral foramen,,,
awinml/medqa:train:3726,b0a31e24ad6ef65f,train,mechanical,lumbar,104,False,"A 31-year-old male with bipolar disorder comes to the physician because of erectile dysfunction for the past month. He cannot maintain an erection during intercourse and rarely wakes up with an erection. He says he is happy in his current relationship, but admits to decreased desire for sex and feeling embarrassed about his sexual performance. He sustained a lumbar vertebral injury one year ago following a motor vehicle accident. He takes medication for his bipolar disorder but does not remember the name. Physical examination shows testicular atrophy with otherwise normal genitalia. Which of the following is the most likely cause of this patient's symptoms?",Decreased testosterone levels,,,
awinml/medqa:train:3736,7b962670b7ee525f,train,mechanical,sacroiliitis,180,False,"A 4-year-old male is brought to the pediatrician for a low-grade fever. His mother states that he has had a waxing and waning fever for the past 6 days with temperatures ranging from 99.8°F (37.7°C) to 101.0°F (38.3°C). She reports that he had a similar episode three months ago. She also reports symmetric joint swelling in the child’s knees and wrists that has become increasingly noticeable over the past 8 weeks. He has not had a cough, difficulty breathing, or change in his bowel movements. The child was born at 40 weeks gestation. His height and weight are in the 45th and 40th percentiles, respectively. He takes no medications. His temperature is 100.1°F (37.8°C), blood pressure is 100/65 mmHg, pulse is 105/min, and respirations are 18/min. On examination, there is a non-pruritic, macular, salmon-colored truncal rash. Serological examination reveals the following:

Serum:
Rheumatoid factor: Negative
Anti-nuclear antibody: Negative
Anti-double stranded DNA: Negative
Anti-SSA: Negative
Anti-SSB: Negative
Human leukocyte antigen B27: Positive
Erythrocyte sedimentation rate: 30 mm/h

This patient is most likely at increased risk of developing which of the following?",Iridocyclitis,,,
awinml/medqa:train:3750,f4a33e12a2612fea,train,mechanical,low_back|back_pain,113,False,"A 67-year-old man comes to the clinic for establishment of care. He recently retired and moved to Florida with his wife. His past medical history includes hypertension, diabetes, chronic back pain, and hyperlipidemia. According to the patient, he takes lisinopril, metformin, atorvastatin, acetaminophen, and methadone. His previous doctor prescribed methadone for breakthrough pain as he has been having more severe pain episodes due to the recent move. He is currently out of his methadone and asks for a refill on the prescription. A physical examination is unremarkable except for mild lower extremity edema bilaterally and diffuse lower back pain upon palpation. What is the best initial step in the management of this patient?",Assess the patient's pain medication history,,,
awinml/medqa:train:3801,c7db31d54c85094b,train,mechanical,confounder_dvt,82,False,"A 46-year-old female presents to her primary care physician after noting a lump in her left breast. She reports finding it two months prior to presentation and feels that it has not grown significantly in that time. She denies nipple discharge or tenderness. On exam, she is noted to have a 3-4 cm, rubbery mass in the left breast. Biopsy shows invasive ductal carcinoma that is estrogen receptor positive. Her oncologist prescribes tamoxifen. All of the following are effects of tamoxifen EXCEPT:",Decreased risk of endometrial cancer,,,
awinml/medqa:train:3848,7ce00bd550b8aa31,train,malignancy,confounder_dvt,269,False,"A 61-year-old man presents to the emergency room with a painful, swollen left leg. He states that his symptoms began that morning after a long flight from Australia. He denies shortness of breath, chest pain, or cough. On review of systems, he notes that he has been constipated recently and had several episodes of bright red blood per rectum. He has not noticed any weight loss, fevers, or night sweats. He has a past medical history of a deep vein thrombosis 4 years ago during a hospitalization for community acquired pneumonia and was treated with warfarin for 3 months afterward. He also has chronic hepatitis C from previous intravenous drug use. The patient has a 30 pack-year smoking history and has never had a colonoscopy. His father is 84-years-old and has chronic kidney disease from diabetes, and his mother passed away from a massive pulmonary embolus when pregnant with his younger sister. In the emergency room, his temperature is 98.7°F (37.1°C), blood pressure is 142/85 mm/Hg, pulse is 79/min, and respirations are 14/min. On exam, he is in no acute distress. His left calf is larger in caliber than the right calf which is red and tender to palpation. Dorsiflexion of the foot worsens the pain. His abdomen is soft, nontender, and nondistended without hepatomegaly. The remainder of the physical exam is unremarkable. Labs are shown below:

Hemoglobin: 13.0 g/dL
Leukocyte count: 6,000/mm^3
Platelets: 160,000/mm^3

Aspartate aminotransferase: 15 U/L
Alanine aminotransferase: 19 U/L
Alkaline phosphatase: 81 IU/L
Hepatitis C antibody: reactive
Hepatitis C titer: 0 copies/mL

Which of the following is the most likely cause of this patient’s condition?",Resistance of factor V to inactivation by protein C,,,
